0.268900365,0.650894403,0.832741857,0.583420455,0.784759283,0.843079329,0.822079182,0.268482506,0.65013963,0.852153182,0.577509999,0.77648747,0.838605404,0.822079182,0.267966717,0.659656525,0.823617995,0.571599603,0.764546335,0.80787915,0.786246121
0.268482506,0.65013963,0.852153182,0.577509999,0.77648747,0.838605404,0.822079182,0.267966717,0.659656525,0.823617995,0.571599603,0.764546335,0.80787915,0.786246121,0.267450929,0.668337584,0.808371067,0.565689445,0.75260514,0.799605668,0.786246121
0.267966717,0.659656525,0.823617995,0.571599603,0.764546335,0.80787915,0.786246121,0.267450929,0.668337584,0.808371067,0.565689445,0.75260514,0.799605668,0.786246121,0.26693514,0.647191405,0.761948466,0.559778988,0.745325565,0.773121774,0.746141613
0.267450929,0.668337584,0.808371067,0.565689445,0.75260514,0.799605668,0.786246121,0.26693514,0.647191405,0.761948466,0.559778988,0.745325565,0.773121774,0.746141613,0.266419351,0.633664966,0.774621308,0.555083632,0.756058991,0.81134063,0.78637284
0.26693514,0.647191405,0.761948466,0.559778988,0.745325565,0.773121774,0.746141613,0.266419351,0.633664966,0.774621308,0.555083632,0.756058991,0.81134063,0.78637284,0.265903562,0.654012144,0.774420261,0.551761925,0.766793668,0.851661086,0.820794821
0.266419351,0.633664966,0.774621308,0.555083632,0.756058991,0.81134063,0.78637284,0.265903562,0.654012144,0.774420261,0.551761925,0.766793668,0.851661086,0.820794821,0.265388399,0.672286749,0.773996711,0.54843998,0.761243641,0.805605352,0.822079182
0.265903562,0.654012144,0.774420261,0.551761925,0.766793668,0.851661086,0.820794821,0.265388399,0.672286749,0.773996711,0.54843998,0.761243641,0.805605352,0.822079182,0.26347664,0.639337301,0.762100041,0.545117974,0.753249109,0.81117475,0.789002419
0.265388399,0.672286749,0.773996711,0.54843998,0.761243641,0.805605352,0.822079182,0.26347664,0.639337301,0.762100041,0.545117974,0.753249109,0.81117475,0.789002419,0.252708673,0.66221559,0.770372093,0.541796029,0.745254636,0.813163698,0.789002419
0.26347664,0.639337301,0.762100041,0.545117974,0.753249109,0.81117475,0.789002419,0.252708673,0.66221559,0.770372093,0.541796029,0.745254636,0.813163698,0.789002419,0.241940737,0.652639747,0.759525537,0.538474023,0.72511524,0.800747991,0.789002419
0.252708673,0.66221559,0.770372093,0.541796029,0.745254636,0.813163698,0.789002419,0.241940737,0.652639747,0.759525537,0.538474023,0.72511524,0.800747991,0.789002419,0.231172144,0.628358126,0.736479998,0.535152078,0.703196347,0.774655342,0.742159963
0.241940737,0.652639747,0.759525537,0.538474023,0.72511524,0.800747991,0.789002419,0.231172144,0.628358126,0.736479998,0.535152078,0.703196347,0.774655342,0.742159963,0.220404208,0.643688917,0.677176595,0.531830072,0.681277514,0.728463471,0.720094264
0.231172144,0.628358126,0.736479998,0.535152078,0.703196347,0.774655342,0.742159963,0.220404208,0.643688917,0.677176595,0.531830072,0.681277514,0.728463471,0.720094264,0.209636256,0.622048914,0.54615289,0.528508127,0.681636274,0.721876919,0.70129168
0.220404208,0.643688917,0.677176595,0.531830072,0.681277514,0.728463471,0.720094264,0.209636256,0.622048914,0.54615289,0.528508127,0.681636274,0.721876919,0.70129168,0.200813815,0.626297295,0.39974907,0.525186419,0.685258329,0.749144793,0.717506409
0.209636256,0.622048914,0.54615289,0.528508127,0.681636274,0.721876919,0.70129168,0.200813815,0.626297295,0.39974907,0.525186419,0.685258329,0.749144793,0.717506409,0.204641193,0.666043878,0.415838569,0.521864414,0.697108805,0.807298541,0.754262805
0.200813815,0.626297295,0.39974907,0.525186419,0.685258329,0.749144793,0.717506409,0.204641193,0.666043878,0.415838569,0.521864414,0.697108805,0.807298541,0.754262805,0.208468586,0.646672547,0.393531203,0.518542469,0.710164428,0.812035441,0.797769308
0.204641193,0.666043878,0.415838569,0.521864414,0.697108805,0.807298541,0.754262805,0.208468586,0.646672547,0.393531203,0.518542469,0.710164428,0.812035441,0.797769308,0.212295964,0.643488407,0.40741533,0.515220463,0.72322011,0.788560808,0.768604696
0.208468586,0.646672547,0.393531203,0.518542469,0.710164428,0.812035441,0.797769308,0.212295964,0.643488407,0.40741533,0.515220463,0.72322011,0.788560808,0.768604696,0.162213042,0.64801693,0.403270066,0.511898518,0.730322242,0.792214751,0.771536291
0.212295964,0.643488407,0.40741533,0.515220463,0.72322011,0.788560808,0.768604696,0.162213042,0.64801693,0.403270066,0.511898518,0.730322242,0.792214751,0.771536291,0.232967556,0.650055587,0.421176672,0.508576512,0.727382302,0.791061461,0.793914378
0.162213042,0.64801693,0.403270066,0.511898518,0.730322242,0.792214751,0.771536291,0.232967556,0.650055587,0.421176672,0.508576512,0.727382302,0.791061461,0.793914378,0.234103426,0.668560147,0.425029933,0.505254567,0.724440992,0.765780926,0.765763402
0.232967556,0.650055587,0.421176672,0.508576512,0.727382302,0.791061461,0.793914378,0.234103426,0.668560147,0.425029933,0.505254567,0.724440992,0.765780926,0.765763402,0.235239953,0.6390661,0.433414042,0.501932561,0.721501052,0.774403393,0.766400397
0.234103426,0.668560147,0.425029933,0.505254567,0.724440992,0.765780926,0.765763402,0.235239953,0.6390661,0.433414042,0.501932561,0.721501052,0.774403393,0.766400397,0.236375824,0.662923157,0.428312659,0.501674771,0.718791127,0.769797981,0.758721769
0.235239953,0.6390661,0.433414042,0.501932561,0.721501052,0.774403393,0.766400397,0.236375824,0.662923157,0.428312659,0.501674771,0.718791127,0.769797981,0.758721769,0.237512335,0.638181627,0.397638857,0.504879653,0.716989279,0.750373244,0.733415604
0.236375824,0.662923157,0.428312659,0.501674771,0.718791127,0.769797981,0.758721769,0.237512335,0.638181627,0.397638857,0.504879653,0.716989279,0.750373244,0.733415604,0.238648221,0.644919813,0.427053809,0.508084476,0.715188801,0.780467272,0.769087255
0.237512335,0.638181627,0.397638857,0.504879653,0.716989279,0.750373244,0.733415604,0.238648221,0.644919813,0.427053809,0.508084476,0.715188801,0.780467272,0.769087255,0.239784732,0.668903649,0.412478715,0.511289597,0.713386953,0.797601044,0.784251869
0.238648221,0.644919813,0.427053809,0.508084476,0.715188801,0.780467272,0.769087255,0.239784732,0.668903649,0.412478715,0.511289597,0.713386953,0.797601044,0.784251869,0.240920603,0.658138156,0.341411024,0.514494419,0.711585164,0.757631123,0.762732923
0.239784732,0.668903649,0.412478715,0.511289597,0.713386953,0.797601044,0.784251869,0.240920603,0.658138156,0.341411024,0.514494419,0.711585164,0.757631123,0.762732923,0.242057115,0.639643967,0.419018477,0.433801621,0.707143009,0.816104114,0.797271192
0.240920603,0.658138156,0.341411024,0.514494419,0.711585164,0.757631123,0.762732923,0.242057115,0.639643967,0.419018477,0.433801621,0.707143009,0.816104114,0.797271192,0.243193001,0.682288587,0.366605163,0.520904064,0.699270725,0.757269621,0.774512947
0.242057115,0.639643967,0.419018477,0.433801621,0.707143009,0.816104114,0.797271192,0.243193001,0.682288587,0.366605163,0.520904064,0.699270725,0.757269621,0.774512947,0.244329512,0.627780259,0.264551342,0.526622772,0.686267674,0.751678348,0.724771917
0.243193001,0.682288587,0.366605163,0.520904064,0.699270725,0.757269621,0.774512947,0.244329512,0.627780259,0.264551342,0.526622772,0.686267674,0.751678348,0.724771917,0.072806217,0.643016696,0.297562867,0.535182178,0.709177434,0.780235648,0.793390214
