3.237720183104663141e-01 2.638053980084842376e-01 8.429324345752877701e-01 5.153760357583695439e-01 7.867376396210703504e-01 8.239562137559662824e-01 8.115413558799012828e-01 1.644018989895890959e-01
3.232526277173646267e-01 2.616723762318733382e-01 8.626153833050427266e-01 5.080831266007757030e-01 7.778578868011942760e-01 8.188929545340268845e-01 8.115413558799012828e-01 1.611690997745799381e-01
3.226114969909894548e-01 2.885686746729168028e-01 8.336809510054089545e-01 5.007902174431819731e-01 7.650390916426836885e-01 7.841195056653047502e-01 7.724381690901892528e-01 1.575948051721668408e-01
3.219703786946869206e-01 3.131028056638094359e-01 8.182206876181116195e-01 4.934976414399394606e-01 7.522202964841731010e-01 7.747562628317676836e-01 7.724381690901892528e-01 1.555791464873262364e-01
3.213292479683117486e-01 2.533401839637312580e-01 7.711485785179803543e-01 4.862047322823457307e-01 7.444057090800880738e-01 7.447839787086801833e-01 7.286736527903149296e-01 1.508207191775629286e-01
3.206881172419364656e-01 2.151121119512833246e-01 7.839987372296767232e-01 4.804111040789492693e-01 7.559279575504143089e-01 7.880369460976607288e-01 7.725764317769060474e-01 1.474632690492052589e-01
3.200469865155612936e-01 2.726166822176541160e-01 7.837948742936373669e-01 4.763124418244637504e-01 7.674516123001635659e-01 8.336683424876649706e-01 8.101397410825925682e-01 1.439665805478162197e-01
3.194066513138470453e-01 3.242637656620912523e-01 7.833653780299308922e-01 4.722134340765766769e-01 7.614936787230024429e-01 7.815462514814325301e-01 8.115413558799012828e-01 1.419213799634921336e-01
3.170302948508103569e-01 2.311432371009114473e-01 7.713022590282321289e-01 4.681144386677399405e-01 7.529116062725923486e-01 7.878492167840918103e-01 7.754459554379643516e-01 1.407000497436453057e-01
3.036456545804051554e-01 2.958010072744141628e-01 7.796900654312324264e-01 4.640154309198529781e-01 7.443295230872247759e-01 7.901001464816027609e-01 7.754459554379643516e-01 1.384038653404175423e-01
2.902610267400727029e-01 2.687380497267022328e-01 7.686917690359651445e-01 4.599164231719660156e-01 7.227099843955048231e-01 7.760490917360884922e-01 7.754459554379643516e-01 1.383795121320441635e-01
2.768755909450064667e-01 2.001141489116216032e-01 7.453237835316519622e-01 4.558174277631291682e-01 6.991801707645102226e-01 7.465195581679472392e-01 7.243286469186576149e-01 1.396245125694895728e-01
2.634909631046741252e-01 2.434415317489551089e-01 6.851906562443236259e-01 4.517184200152420948e-01 6.756503571335158442e-01 6.942433838120497525e-01 7.002492560867260574e-01 1.394771190827291396e-01
2.501063228342688127e-01 1.822832919370425131e-01 5.523337435925949057e-01 4.476194246064052473e-01 6.760355166710587671e-01 6.867892806471415090e-01 6.797307350872473508e-01 1.406946163991233123e-01
2.391399532324749722e-01 1.942899543446745536e-01 4.038815850415290454e-01 4.435207623519196174e-01 6.799237611911460588e-01 7.176488313595595914e-01 6.974251943319710323e-01 1.428544982702621702e-01
2.438974268764411979e-01 3.066203401264511186e-01 4.201961765965988027e-01 4.394217546040327660e-01 6.926452117557037047e-01 7.834624643849891212e-01 7.375360291063755014e-01 1.476237107179321495e-01
2.486549005204074791e-01 2.518737138287632238e-01 3.975767194155100381e-01 4.353227468561456925e-01 7.066603857146420697e-01 7.888232634781030539e-01 7.850129367387075341e-01 1.508556842276762289e-01
2.534123617343008172e-01 2.428749416573012798e-01 4.116550851399249367e-01 4.312237514473088451e-01 7.206755596735805458e-01 7.622566005080032570e-01 7.531867759621236891e-01 1.564641802047713470e-01
1.911589150022964811e-01 2.556731853636731167e-01 4.074518481491870014e-01 4.271247436994218827e-01 7.282996874629862338e-01 7.663918626246046806e-01 7.563858711623717701e-01 1.624149870806433638e-01
2.791072862204754257e-01 2.614348933637484773e-01 4.256089631614919933e-01 4.230257359515349203e-01 7.251436636540743441e-01 7.650866414126906712e-01 7.808061935537670140e-01 1.713730125318868314e-01
2.805191933328178289e-01 3.137318823223353981e-01 4.295161451338990188e-01 4.189267405426979618e-01 7.219862228307821761e-01 7.364762549183457851e-01 7.500861779213314762e-01 1.804648837872083467e-01
2.819318959698212668e-01 2.303766673859262148e-01 4.380175489739771555e-01 4.148277327948111104e-01 7.188301990218702864e-01 7.462344219215418795e-01 7.507812998535471349e-01 1.896314558842879250e-01
